year,Base case diesel consumed,Modeled residential ashp
2017,153802.530505,78604.0045194
2018,142622.99203,67424.4660446
2019,144220.068955,69021.5429696
2020,145817.14588,70618.6198945
2021,144220.068955,69021.5429696
2022,149011.29973,73812.7737445
2023,155399.60743,80201.0814443
2024,168176.22283,92977.6968441
2025,180952.83823,105754.312244
2026,192132.376705,116933.850719
2027,198520.684404,123322.158419
2028,203311.915179,128113.389193
2029,265597.915253,190399.389267
2030,324689.761477,249491.235491
2031,374199.146151,299000.620165
