year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,94443.8148546,69888.4229924
2018,94443.8148546,69888.4229924
2019,94443.8148546,69888.4229924
2020,94443.8148546,69888.4229924
2021,94443.8148546,69888.4229924
2022,94443.8148546,69888.4229924
2023,94443.8148546,69888.4229924
2024,94443.8148546,69888.4229924
2025,94443.8148546,69888.4229924
2026,94443.8148546,69888.4229924
2027,94443.8148546,69888.4229924
2028,94443.8148546,69888.4229924
2029,94443.8148546,69888.4229924
2030,94443.8148546,69888.4229924
2031,94443.8148546,69888.4229924
