year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,24403.46,822941.0,822941.0
2004,,24403.46,844945.0,844945.0
2005,,24403.46,859066.0,859066.0
2006,,24403.46,884332.0,884332.0
2007,,24403.46,918981.0,918981.0
2008,,24403.46,1062600.0,1062600.0
2009,,24403.46,1221617.0,1221617.0
2010,,24403.46,1331348.0,1331348.0
2011,,24403.46,1660501.0,1660501.0
2012,,24403.46,1891691.0,1891691.0
2013,,24403.46,1645465.0,1645465.0
2014,,24403.46,1521699.0,1521699.0
2015,,24403.46,1593556.0,1593556.0
2016,start of forecast,24403.46,1614000.0,1614000.0
2017,,24403.46,1639000.0,1639000.0
2018,,24403.46,1660000.0,1660000.0
2019,,24403.46,1684000.0,1684000.0
2020,,24403.46,1707000.0,1707000.0
2021,,24403.46,1728000.0,1728000.0
2022,,24403.46,1747000.0,1747000.0
2023,,24403.46,1766000.0,1766000.0
2024,,24403.46,1785000.0,1785000.0
2025,,24403.46,1804000.0,1804000.0
2026,,24403.46,1824000.0,1824000.0
2027,,24403.46,1847000.0,1847000.0
2028,,24403.46,1871000.0,1871000.0
2029,,24403.46,1892000.0,1892000.0
2030,,24403.46,1912000.0,1912000.0
2031,,24403.46,1932000.0,1932000.0
2032,,24403.46,1953000.0,1953000.0
2033,,24403.46,1971000.0,1971000.0
2034,,24403.46,1992000.0,1992000.0
2035,,24403.46,2020000.0,2020000.0
2036,,24403.46,2041000.0,2041000.0
2037,,24403.46,2062000.0,2062000.0
2038,,24403.46,2084000.0,2084000.0
2039,,24403.46,2106000.0,2106000.0
2040,,24403.46,2129000.0,2129000.0
