year,Base case cost,Modeled residential energy efficiency
2017,781364.205038,752542.954294
2018,831590.886974,789976.270739
2019,908152.227817,850251.350251
2020,954034.987223,887069.174944
2021,983472.575206,909140.940367
2022,1008698.93556,928049.362392
2023,1039700.85183,953779.497328
2024,1057735.30817,967261.912991
2025,1079117.19896,983510.938083
2026,1102325.62284,1001328.79222
2027,1134687.60023,1028690.38419
2028,1164130.02758,1053845.80591
2029,1188255.3466,1072772.3529
2030,1207512.32981,1087865.71234
2031,1243015.05667,1118290.15727
2032,1267950.29973,1138205.25386
2033,1294895.45491,1159862.30582
2034,1331651.2718,1191710.19137
2035,1365243.03327,1221097.62356
2036,1393227.33628,1243956.28234
