year,Base case diesel consumed,Modeled non-residential ashp
2017,78486.612415,54940.628714
2018,78486.612415,54940.628714
2019,78486.612415,54940.628714
2020,78486.612415,54940.628714
2021,78486.612415,54940.628714
2022,78486.612415,54940.628714
2023,78486.612415,54940.628714
2024,78486.612415,54940.628714
2025,78486.612415,54940.628714
2026,78486.612415,54940.628714
2027,78486.612415,54940.628714
2028,78486.612415,54940.628714
2029,78486.612415,54940.628714
2030,78486.612415,54940.628714
2031,78486.612415,54940.628714
