year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,122145.29,1758.82,78486.61,97312.33
2018,123710.3,1715.33,78486.61,98393.34
2019,125498.88,1665.5,78486.61,100555.37
2020,127212.94,1619.16,78486.61,102717.39
2021,128777.95,1577.16,78486.61,103798.41
2022,130193.91,1537.74,78486.61,104879.42
2023,131609.87,1499.29,78486.61,107041.45
2024,133025.83,1461.07,78486.61,108122.46
2025,134441.79,1422.34,78486.61,109203.47
2026,135932.28,1381.66,78486.61,110284.48
2027,137646.33,1335.42,78486.61,112446.51
2028,139434.92,1285.06,78486.61,114608.54
2029,140999.93,1243.75,78486.61,115689.55
2030,142490.41,1202.31,78486.61,116770.56
2031,143980.9,1161.01,78486.61,118932.59
2032,145545.91,,,120013.6
2033,146887.34,,,121094.61
2034,148452.35,,,123256.64
2035,150539.03,,,125418.67
2036,152104.04,,,126499.68
