year,Base case cost,Modeled diesel efficiency
2019,395321.464862,619023.954184
2020,423619.077014,638663.724789
2021,445571.692462,652677.941524
2022,463490.308948,663164.168657
2023,477743.821629,670454.501008
2024,489535.052291,675639.22498
2025,504156.714887,683526.785542
2026,520620.617541,693215.786205
2027,536820.704264,702788.661623
2028,550767.922178,710434.282497
2029,568229.704864,721392.938881
2030,581360.881976,728529.892638
2031,598960.534568,739841.608047
2032,617114.64776,751767.252848
2033,636022.201365,764485.142533
2034,654674.881952,777076.113779
2035,672909.48136,789389.339589
2036,693594.438904,804030.093762
2037,708414.336069,813436.562834
2038,729950.360824,829043.903183
