year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,8196.37,365759.55,518050.98,20808.25,350454.51,263313.22
2018,8491.14,388520.67,552339.92,22006.23,368058.3,279250.96
2019,8910.67,419915.31,604698.8,23644.57,392339.38,303453.43
2020,8954.18,434042.9,636189.47,24481.4,403265.87,317845.52
2021,8926.97,444246.16,656378.61,25125.24,411157.23,327093.96
2022,8857.64,452094.82,673702.44,25653.13,417227.5,334996.5
2023,8741.09,457588.89,695083.31,26069.06,421476.69,344617.54
2024,8591.33,461513.22,707509.09,26411.62,424511.83,350226.22
2025,8463.15,467007.28,722227.03,26834.46,428761.02,356890.16
2026,8331.62,473286.21,738199.17,27306.74,433617.23,364126.45
2027,8146.27,478780.27,760542.14,27767.53,437866.43,374145.46
2028,7903.34,482704.6,780895.63,28171.89,440901.56,383234.4
2029,7748.76,488983.53,797516.37,28657.92,445757.78,390738.98
2030,7550.7,492907.86,810806.96,29030.53,448792.92,396705.37
2031,7384.2,499186.79,835333.79,29523.46,453649.13,407681.27
2032,,,852527.47,,,415422.83
2033,,,871105.05,,,423790.4
2034,,,896518.31,,,435132.96
2035,,,919769.13,,,445473.91
2036,,,939081.8,,,454145.53
