year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,427004.51,24232.82,643914.91,285488.43
2018,429640.25,25085.1,643914.91,293305.44
2019,428646.91,25955.33,643914.91,301991.01
2020,429937.0,26839.88,643914.91,309808.03
2021,430963.89,27739.34,643914.91,318493.6
2022,431454.49,28657.85,643914.91,328047.73
2023,432415.04,29599.12,643914.91,336733.3
2024,433241.06,30559.84,643914.91,346287.43
2025,434074.2,31535.42,643914.91,354973.0
2026,434922.75,32521.03,643914.91,364527.12
2027,435808.04,33517.45,643914.91,374081.25
2028,436688.39,34528.39,643914.91,384503.94
2029,437584.48,35567.93,643914.91,394058.07
2030,438545.82,36624.94,643914.91,404480.75
2031,439507.8,37697.37,643914.91,414903.44
2032,440398.21,,,425326.12
2033,441360.82,,,435748.81
2034,442397.94,,,446171.49
2035,443361.32,,,457462.73
2036,444398.41,,,468753.98
