year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,106385.77,2826884.37,1605838.21,274784.68,2043979.3,1207059.38
2018,116649.55,2994302.24,1726067.4,293434.84,2119578.88,1279247.85
2019,130040.17,3226111.61,1885897.71,317019.77,2224255.21,1374539.48
2020,139034.64,3335577.14,1987381.39,333513.51,2273685.71,1434632.62
2021,146745.34,3406407.78,2078132.58,347948.16,2305670.14,1488104.85
2022,154183.59,3464360.12,2169996.42,361959.58,2331839.23,1542030.33
2023,161023.69,3502995.02,2247654.43,375056.34,2349285.28,1587487.97
2024,167778.19,3535190.76,2328741.46,388046.46,2363823.66,1634855.69
2025,175026.37,3573825.65,2408449.26,401824.38,2381269.72,1681304.14
2026,182773.16,3618899.7,2498789.78,416379.47,2401623.45,1733818.98
2027,190384.23,3657534.59,2586727.06,430728.26,2419069.51,1784835.03
2028,197852.9,3689730.34,2678023.87,444874.98,2433607.89,1837727.55
2029,206299.42,3734804.38,2772151.29,460580.38,2453961.62,1892072.86
2030,213895.22,3760560.98,2861652.87,475007.02,2465592.33,1943760.47
2031,222797.19,3805635.02,2964435.36,491453.14,2485946.06,2002879.09
2032,,,3072930.28,,,2065096.07
2033,,,3178735.35,,,2125675.7
2034,,,3290461.31,,,2189454.45
2035,,,3396606.01,,,2250113.69
2036,,,3517942.45,,,2319127.57
