year,Base case cost,Modeled diesel efficiency
2019,1204497.83,1524769.88077
2020,1281212.25869,1584437.49268
2021,1331678.41135,1620479.11618
2022,1372025.27742,1647551.93584
2023,1401024.74216,1664534.08025
2024,1425363.08295,1677498.70654
2025,1454148.58007,1694720.91641
2026,1487435.78798,1716245.27245
2027,1516611.96832,1734237.09807
2028,1541510.02381,1748539.68741
2029,1575304.1427,1771124.88857
2030,1596306.7762,1782272.17114
2031,1630573.94798,1805664.3597
2032,1669109.23403,1833118.52216
2033,1703652.76809,1857121.42652
2034,1743047.87592,1885708.29729
2035,1769011.65286,1902254.24681
2036,1808701.52278,1931443.87246
2037,1835500.04946,1949075.62819
2038,1875497.32289,1978863.99166
