year,Base case cost,Modeled water and wastewater efficiency
2017,9937.66702258,9300.62074537
2018,11330.9996078,10220.2090295
2019,13185.9583697,11444.5233122
2020,14113.9054185,12056.9849046
2021,14733.1419304,12465.6856519
2022,15247.1668055,12804.9701687
2023,15553.9834608,13007.503794
2024,15807.3313571,13174.7675585
2025,16163.4637967,13409.8724367
2026,16571.0650842,13678.9460961
2027,16876.8563586,13880.8085328
2028,17182.7721929,14082.7507555
2029,17527.6557267,14310.5370136
2030,17720.6073441,14438.0162122
2031,18121.7348993,14702.8667225
