year,Base case cost,Modeled non-residential energy efficiency
2017,153434.437274,244394.852601
2018,176590.546013,266715.162554
2019,207465.357665,296475.575825
2020,222902.763491,311355.78246
2021,233194.367375,321275.920217
2022,241770.703945,329542.701681
2023,246916.505887,334502.77056
2024,251204.674172,338636.161292
2025,257208.109771,344422.908317
2026,264069.179027,351036.333488
2027,269214.980969,355996.402367
2028,274360.782911,360956.471245
2029,280364.21851,366743.21827
2030,283794.753138,370049.930856
2031,290655.822394,376663.356027
