year,Base case diesel consumed,Modeled non-residential ashp
2017,15678.2061811,10974.7443268
2018,15678.2061811,10974.7443268
2019,15678.2061811,10974.7443268
2020,15678.2061811,10974.7443268
2021,15678.2061811,10974.7443268
2022,15678.2061811,10974.7443268
2023,15678.2061811,10974.7443268
2024,15678.2061811,10974.7443268
2025,15678.2061811,10974.7443268
2026,15678.2061811,10974.7443268
2027,15678.2061811,10974.7443268
2028,15678.2061811,10974.7443268
2029,15678.2061811,10974.7443268
2030,15678.2061811,10974.7443268
2031,15678.2061811,10974.7443268
