year,Base case cost,Modeled diesel efficiency
2019,386054.059955,578885.919153
2020,409693.179127,595033.972445
2021,428213.661649,606653.924016
2022,441561.971518,613694.170391
2023,451011.075898,617309.08898
2024,459439.278459,620112.520432
2025,468995.454843,624055.255414
2026,481553.365125,630838.04344
2027,491501.395302,635356.810648
2028,501511.884149,640038.410489
2029,512941.820608,646113.984232
2030,520358.044017,648641.867012
2031,533575.488104,656542.355841
2032,546592.172182,664356.789516
2033,558313.582431,671087.894727
2034,573183.207029,680772.998815
2035,582598.107851,685589.092699
2036,596261.685289,694355.344346
2037,605813.40034,699469.207505
2038,619649.482673,708561.61061
