year,Base case cost,Modeled residential energy efficiency
2017,661143.392297,659721.819586
2018,713321.147882,708232.356441
2019,777585.631182,768056.056881
2020,821255.393247,809092.151784
2021,861339.839559,846925.236932
2022,905859.413939,889575.140673
2023,938844.539946,920982.674331
2024,979509.64385,960183.654661
2025,1013372.4483,992517.208724
2026,1059178.18747,1036638.99973
2027,1094023.99178,1070001.65621
2028,1138165.79924,1112682.55988
2029,1184403.42952,1157391.99794
2030,1226553.63866,1198302.26206
2031,1275589.2345,1245762.58448
