year,Base case cost,Modeled non-residential energy efficiency
2017,1165149.27473,1196533.24671
2018,1226108.47244,1247371.3797
2019,1306661.698,1315972.68095
2020,1343672.63947,1345409.48155
2021,1371975.12412,1367086.68815
2022,1391569.15196,1381002.1402
2023,1404631.83718,1389116.67287
2024,1415517.4082,1395354.11517
2025,1428580.09343,1403638.34499
2026,1445997.00706,1415930.34235
2027,1459059.69228,1424376.40826
2028,1472122.37751,1432900.55845
2029,1487362.17694,1443463.90819
2030,1496070.63375,1448212.89005
2031,1513487.54739,1460886.37368
