year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,40915.63,609044.42,305576.0,63670.05,556104.85,355567.39
2018,43549.98,646939.24,333175.28,66544.16,579169.23,380145.87
2019,47021.12,697014.53,367086.42,70303.97,609647.17,410499.21
2020,48680.73,720022.1,390740.74,72192.9,623650.54,430514.65
2021,49984.22,737616.12,412664.79,73720.95,634359.0,448675.05
2022,50929.65,749796.6,437415.45,74884.87,641772.55,468443.97
2023,51606.79,757916.92,455815.09,75776.94,646714.92,483029.45
2024,52197.85,764683.85,478673.52,76585.93,650833.56,500836.13
2025,52886.67,772804.17,497601.27,77503.5,655775.93,515771.18
2026,53765.94,783631.26,523232.59,78626.46,662365.75,535945.6
2027,54465.22,791751.57,542751.83,79565.73,667308.12,551272.17
2028,55169.16,799871.89,567595.47,80514.56,672250.49,570570.33
2029,55973.41,809345.6,593593.43,81577.03,678016.58,590810.0
2030,56501.71,814759.14,617452.23,82352.27,681311.49,609101.41
2031,57410.53,825586.23,645027.0,83536.26,687901.32,630562.23
