year,Base case diesel consumed,Modeled non-residential ashp
2017,18676.7310476,-21924.8581458
2018,18676.7310476,-21924.8581458
2019,18676.7310476,-21924.8581458
2020,18676.7310476,-21924.8581458
2021,18676.7310476,-21924.8581458
2022,18676.7310476,-21924.8581458
2023,18676.7310476,-21924.8581458
2024,18676.7310476,-21924.8581458
2025,18676.7310476,-21924.8581458
2026,18676.7310476,-21924.8581458
2027,18676.7310476,-21924.8581458
2028,18676.7310476,-21924.8581458
2029,18676.7310476,-21924.8581458
2030,18676.7310476,-21924.8581458
2031,18676.7310476,-21924.8581458
