year,Base case cost,Modeled water and wastewater efficiency
2017,104585.677082,100351.704123
2018,110094.135001,103610.143463
2019,117325.092629,108091.062779
2020,120873.633416,110005.272181
2021,123705.165652,111430.960528
2022,125814.518267,112364.123416
2023,127383.729533,112932.000522
2024,128783.772179,113394.296899
2025,130390.16129,114013.966399
2026,132392.405441,114923.580794
2027,134030.947538,115590.234794
2028,135683.723438,116278.635969
2029,137550.442039,117128.732747
2030,138853.981845,117595.043909
2031,140946.794862,118626.004403
