year,Base case diesel consumed,Modeled residential ashp
2017,9289.33570164,-43473.5042469
2018,9661.2485047,-43101.5914439
2019,10033.1613078,-42729.6786408
2020,10405.0741108,-42357.7658377
2021,10776.9869139,-41985.8530347
2022,11272.8706513,-41489.9692973
2023,11644.7834544,-41118.0564942
2024,12140.6671918,-40622.1727568
2025,12512.5799948,-40250.2599537
2026,13008.4637322,-39754.3762163
2027,13380.3765353,-39382.4634133
2028,13876.2602727,-38886.5796758
2029,14372.1440101,-38390.6959384
2030,14868.0277475,-37894.812201
2031,15363.911485,-37398.9284636
