year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,90019.36,9433.43,164530.35,111349.49
2018,90386.49,9441.7,164530.35,113834.6
2019,90827.04,9450.12,164530.35,116319.71
2020,91194.17,9458.51,164530.35,117562.27
2021,91561.29,9466.78,164530.35,120047.38
2022,92001.84,9475.09,164530.35,122532.49
2023,92368.97,9483.4,164530.35,123775.05
2024,92736.1,9491.92,164530.35,126260.16
2025,93176.65,9500.54,164530.35,128745.27
2026,93543.77,9509.29,164530.35,131230.38
2027,93984.33,9517.97,164530.35,132472.94
2028,94424.88,9526.64,164530.35,134958.05
2029,94865.43,9536.49,164530.35,137443.16
2030,95305.98,9546.11,164530.35,139928.27
2031,95746.53,9555.4,164530.35,142413.38
2032,96113.66,,,144898.5
2033,96480.78,,,146141.05
2034,96847.91,,,148626.16
2035,97288.46,,,149868.72
2036,97655.59,,,152353.83
