year,Base case cost,Modeled residential energy efficiency
2017,108453.761939,112878.994647
2018,109481.827653,111618.515993
2019,117619.082536,116815.743648
2020,121593.090735,119081.7126
2021,124242.429534,120423.612448
2022,120387.238344,115439.661778
2023,121827.91375,115929.965072
2024,116843.448933,110117.824826
2025,118210.89186,110558.388725
2026,119749.265152,111125.81277
2027,114822.885209,105294.958551
2028,115793.543044,105482.763061
2029,110818.396029,99569.1031763
2030,111581.507259,99625.6325572
2031,113107.729719,100178.313723
2032,107830.498726,93992.7785932
2033,109265.180586,94473.3521843
2034,110699.862447,94963.3020407
2035,104806.148925,88300.2293044
2036,106149.290186,88716.7369772
