year,Base case diesel consumed,Modeled non-residential ashp
2017,117628.56901,82339.9983072
2018,117628.56901,82339.9983072
2019,117628.56901,82339.9983072
2020,117628.56901,82339.9983072
2021,117628.56901,82339.9983072
2022,117628.56901,82339.9983072
2023,117628.56901,82339.9983072
2024,117628.56901,82339.9983072
2025,117628.56901,82339.9983072
2026,117628.56901,82339.9983072
2027,117628.56901,82339.9983072
2028,117628.56901,82339.9983072
2029,117628.56901,82339.9983072
2030,117628.56901,82339.9983072
2031,117628.56901,82339.9983072
