year,Base case cost,Modeled non-residential energy efficiency
2017,490435.118992,557561.313
2018,527045.323651,591472.334008
2019,577827.220436,639602.794942
2020,602627.681657,661839.553865
2021,619161.322471,675877.512508
2022,632152.040253,686434.297812
2023,641599.835004,693508.548245
2024,648685.681067,698278.689466
2025,658133.475818,705462.444174
2026,668762.244913,713878.789031
2027,678210.039663,721166.975158
2028,685295.885726,726146.037957
2029,695924.654821,734713.572927
2030,701829.52654,738610.139767
2031,713639.269979,748452.409849
