year,Base case diesel consumed,Modeled residential ashp
2017,31930.0710388,12189.0727628
2018,30456.0697813,10715.0715053
2019,30456.0697813,10715.0715053
2020,30456.0697813,10715.0715053
2021,30456.0697813,10715.0715053
2022,28982.0685238,9241.07024777
2023,28982.0685238,9241.07024777
2024,27508.0672664,7767.06899028
2025,27508.0672664,7767.06899028
2026,27508.0672664,7767.06899028
2027,26034.0660089,6293.06773278
2028,26034.0660089,6293.06773278
2029,24560.0647514,4819.06647528
2030,24560.0647514,4819.06647528
2031,24560.0647514,4819.06647528
