year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,117629.0,86976.7235537
2018,117629.0,86976.7235537
2019,117629.0,86976.7235537
2020,117629.0,86976.7235537
2021,117629.0,86976.7235537
2022,117629.0,86976.7235537
2023,117629.0,86976.7235537
2024,117629.0,86976.7235537
2025,117629.0,86976.7235537
2026,117629.0,86976.7235537
2027,117629.0,86976.7235537
2028,117629.0,86976.7235537
2029,117629.0,86976.7235537
2030,117629.0,86976.7235537
2031,117629.0,86976.7235537
2032,,
2033,,
2034,,
2035,,
2036,,
