year,Base case diesel consumed,Modeled solar power (pv)
2016,101426.499929,99789.0871872
2017,101646.673229,100022.359789
2018,102013.628728,100402.309795
2019,102233.802027,100635.373646
2020,102527.366426,100941.725472
2021,102747.539726,101174.583899
2022,102894.321925,101333.949746
2023,103187.886325,101639.997122
2024,103408.059624,101872.553535
2025,103554.841824,102031.619784
2026,103848.406223,102337.369959
2027,104068.579522,102569.631549
2028,104362.143921,102875.187532
2029,104582.317221,103107.256482
2030,104802.49052,103339.230267
2031,105022.66382,103571.109649
2032,105242.837119,103802.895382
2033,105536.401518,104107.979315
2034,105756.574818,104339.579992
2035,105976.748117,104571.08925
