year,Base case cost,Modeled transmission and interties
2021,345231.733478,
2022,354985.410642,
2023,363221.359862,
2024,369166.772857,
2025,375904.075819,
2026,385277.587086,
2027,393379.230594,
2028,399707.011219,
2029,408916.860333,
2030,413969.837555,
2031,423241.335193,
2032,432548.060559,
2033,442197.522361,
2034,452638.14022,
2035,458879.319347,
2036,469714.781322,
2037,476340.529812,
2038,486935.26898,
2039,494698.579517,
2040,506791.964943,
