year,Base case cost,Modeled diesel efficiency
2019,311813.096183,512667.697302
2020,331163.393557,524886.972525
2021,345231.733478,532430.372248
2022,354985.410642,536174.304412
2023,363221.359862,538658.555328
2024,369166.772857,539177.75781
2025,375904.075819,540531.369297
2026,385277.587086,544393.359013
2027,393379.230594,547208.309621
2028,399707.011219,548517.302427
2029,408916.860333,552550.502874
2030,413969.837555,552906.433329
2031,423241.335193,557196.70306
2032,432548.060559,561615.990946
2033,442197.522361,566441.577025
2034,452638.14022,572078.89557
2035,458879.319347,573988.874212
2036,469714.781322,580163.688166
2037,476340.529812,582597.636891
2038,486935.26898,588723.88691
