year,Base case diesel consumed,Modeled diesel efficiency
2019,102233.802027,92939.8200246
2020,102527.366426,93206.6967512
2021,102747.539726,93406.8542961
2022,102894.321925,93540.2926594
2023,103187.886325,93807.1693859
2024,103408.059624,94007.3269309
2025,103554.841824,94140.7652941
2026,103848.406223,94407.6420207
2027,104068.579522,94607.7995656
2028,104362.143921,94874.6762922
2029,104582.317221,95074.8338371
2030,104802.49052,95274.991382
2031,105022.66382,95475.1489269
2032,105242.837119,95675.3064719
2033,105536.401518,95942.1831984
2034,105756.574818,96142.3407433
2035,105976.748117,96342.4982883
2036,106270.312516,96609.3750148
2037,106563.876916,96876.2517414
2038,106784.050215,97076.4092863
