year,annotation,diesel generation efficiency
2002,,13.52
2003,,13.37
2004,,13.64
2005,,14.29
2006,,13.95
2007,,13.98
2008,,14.38
2009,,13.42
2010,,14.23
2011,,14.09
2012,,13.5
2013,,13.58
2014,,13.36
2015,,13.93
2016,start of forecast,13.63
2017,,13.63
2018,,13.63
2019,,13.63
2020,,13.63
2021,,13.63
2022,,13.63
2023,,13.63
2024,,13.63
2025,,13.63
2026,,13.63
2027,,13.63
2028,,13.63
2029,,13.63
2030,,13.63
2031,,13.63
2032,,13.63
2033,,13.63
2034,,13.63
2035,,13.63
2036,,13.63
2037,,13.63
2038,,13.63
2039,,13.63
2040,,13.63
