year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,22310.78,1208876.0,1208876.0
2004,,22310.78,1239910.0,1239910.0
2005,,22310.78,1200066.0,1200066.0
2006,,22310.78,1268158.0,1268158.0
2007,,22310.78,1225568.0,1225568.0
2008,,22310.78,1219705.0,1219705.0
2009,,22310.78,1222793.0,1222793.0
2010,,22310.78,1542510.0,1542510.0
2011,,22310.78,1508994.0,1508994.0
2012,,22310.78,1447174.0,1447174.0
2013,,22310.78,1362869.0,1362869.0
2014,,22310.78,1316467.0,1316467.0
2015,,22310.78,1393635.0,1393635.0
2016,start of forecast,22310.78,1382000.0,1382000.0
2017,,22310.78,1385000.0,1385000.0
2018,,22310.78,1390000.0,1390000.0
2019,,22310.78,1393000.0,1393000.0
2020,,22310.78,1397000.0,1397000.0
2021,,22310.78,1400000.0,1400000.0
2022,,22310.78,1402000.0,1402000.0
2023,,22310.78,1406000.0,1406000.0
2024,,22310.78,1409000.0,1409000.0
2025,,22310.78,1411000.0,1411000.0
2026,,22310.78,1415000.0,1415000.0
2027,,22310.78,1418000.0,1418000.0
2028,,22310.78,1422000.0,1422000.0
2029,,22310.78,1425000.0,1425000.0
2030,,22310.78,1428000.0,1428000.0
2031,,22310.78,1431000.0,1431000.0
2032,,22310.78,1434000.0,1434000.0
2033,,22310.78,1438000.0,1438000.0
2034,,22310.78,1441000.0,1441000.0
2035,,22310.78,1444000.0,1444000.0
2036,,22310.78,1448000.0,1448000.0
2037,,22310.78,1452000.0,1452000.0
2038,,22310.78,1455000.0,1455000.0
2039,,22310.78,1459000.0,1459000.0
2040,,22310.78,1463000.0,1463000.0
