year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,,0.0,,9040.54
2018,,0.0,,9040.54
2019,,0.0,,9040.54
2020,,0.0,,9040.54
2021,,0.0,,9040.54
2022,,0.0,,9040.54
2023,,0.0,,9040.54
2024,,0.0,,9040.54
2025,,0.0,,9040.54
2026,,0.0,,9040.54
2027,,0.0,,9040.54
2028,,0.0,,9040.54
2029,,0.0,,9040.54
2030,,0.0,,9040.54
2031,,0.0,,9040.54
2032,,0.0,,9040.54
2033,,0.0,,9040.54
2034,,0.0,,9040.54
2035,,0.0,,9040.54
2036,,0.0,,9040.54
2037,,0.0,,9040.54
2038,,0.0,,9040.54
2039,,0.0,,9040.54
2040,,0.0,,9040.54
