year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,2594.55,127302.68,221357.06,1804.47,304366.25,139860.93
2018,2829.83,139447.52,241234.24,1799.12,304366.25,139860.93
2019,3161.46,156103.31,268494.37,1796.63,304366.25,139860.93
2020,3317.56,164431.2,276541.18,1791.96,304366.25,137918.42
2021,3421.27,169983.13,285448.06,1788.98,304366.25,137918.42
2022,3490.18,174147.08,286230.28,1783.76,304366.25,135975.9
2023,3540.56,177270.04,291139.25,1779.55,304366.25,135975.9
2024,3573.8,179699.01,294957.33,1774.36,304366.25,135975.9
2025,3613.52,182474.97,293153.18,1769.18,304366.25,134033.39
2026,3669.01,186291.92,299029.4,1762.6,304366.25,134033.39
2027,3712.67,189414.88,297444.74,1756.84,304366.25,132090.88
2028,3740.01,191843.85,301105.48,1750.39,304366.25,132090.88
2029,3799.96,195313.8,299751.58,1747.99,304366.25,130148.36
2030,3822.61,197048.78,302310.2,1744.55,304366.25,130148.36
2031,3871.1,200865.73,307939.16,1736.78,304366.25,130148.36
