year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34699.5528411,25591.2291024
2018,34699.5528411,25591.2291024
2019,34699.5528411,25591.2291024
2020,34699.5528411,25591.2291024
2021,34699.5528411,25591.2291024
2022,34699.5528411,25591.2291024
2023,34699.5528411,25591.2291024
2024,34699.5528411,25591.2291024
2025,34699.5528411,25591.2291024
2026,34699.5528411,25591.2291024
2027,34699.5528411,25591.2291024
2028,34699.5528411,25591.2291024
2029,34699.5528411,25591.2291024
2030,34699.5528411,25591.2291024
2031,34699.5528411,25591.2291024
