year,Base case diesel consumed,Modeled diesel efficiency
2019,148433.724323,134939.749384
2020,148433.724323,134939.749384
2021,148433.724323,134939.749384
2022,148433.724323,134939.749384
2023,148433.724323,134939.749384
2024,148433.724323,134939.749384
2025,148433.724323,134939.749384
2026,148433.724323,134939.749384
2027,148433.724323,134939.749384
2028,148433.724323,134939.749384
2029,148433.724323,134939.749384
2030,148433.724323,134939.749384
2031,148433.724323,134939.749384
2032,148433.724323,134939.749384
2033,148433.724323,134939.749384
2034,148433.724323,134939.749384
2035,148433.724323,134939.749384
2036,148433.724323,134939.749384
2037,148433.724323,134939.749384
2038,148433.724323,134939.749384
