year,Base case cost,Modeled non-residential energy efficiency
2017,12448425.0219,12423717.8095
2018,13036469.3099,13009542.3222
2019,13845030.2059,13815051.0271
2020,14230934.2699,14199498.3636
2021,14488203.6459,14455796.5879
2022,14708720.2539,14675480.7801
2023,14837354.942,14803629.8923
2024,14965989.63,14931779.0044
2025,15094624.318,15059928.1166
2026,15260011.774,15224691.2608
2027,15407022.846,15371147.3889
2028,15535657.534,15499296.5011
2029,15701044.99,15664059.6453
2030,15792926.91,15755594.7254
2031,15976690.75,15938664.8856
