year,Base case diesel consumed,Modeled non-residential ashp
2017,3374231.44205,2830943.91968
2018,3379585.85323,2836298.33086
2019,3383601.66161,2840314.13924
2020,3380924.45603,2837636.93365
2021,3379585.85323,2836298.33086
2022,3372892.83926,2829605.31689
2023,3363522.6197,2820235.09732
2024,3355491.00293,2812203.48056
2025,3343443.57778,2800156.05541
2026,3328718.94704,2785431.42466
2027,3312655.7135,2769368.19113
2028,3296592.47996,2753304.95759
2029,3280529.24643,2737241.72406
2030,3261788.8073,2718501.28493
2031,3239032.5598,2695745.03742
