year,Base case diesel consumed,Modeled diesel efficiency
2019,425785.054354,387077.32214
2020,430472.390435,391338.536759
2021,434729.419534,395208.563212
2022,439473.219333,399521.108484
2023,444190.057811,403809.143464
2024,448916.730421,408106.118565
2025,453799.950869,412545.409881
2026,458729.644866,417026.949878
2027,463730.290702,421572.991548
2028,468745.202539,426132.002308
2029,473906.75605,430824.323682
2030,479145.596066,435586.905515
2031,484463.834142,440421.667402
2032,489780.43642,445254.9422
2033,495251.466164,450228.605604
2034,500799.892485,455272.629532
2035,506502.10663,460456.460573
2036,512281.485791,465710.441628
2037,518292.078773,471174.617067
2038,524379.6689,476708.789909
