year,Base case cost,Modeled diesel efficiency
2019,1187940.30165,1499157.87839
2020,1274198.27569,1567748.93366
2021,1338966.61216,1617034.2349
2022,1388735.37309,1652908.44131
2023,1430291.98615,1681536.67096
2024,1467957.70848,1706842.19224
2025,1511153.83639,1737384.79356
2026,1559680.79254,1772978.13221
2027,1604506.80583,1805406.71344
2028,1645295.66091,1834360.20575
2029,1696586.18666,1873051.15458
2030,1734507.05776,1899773.89077
2031,1787671.54799,1940536.12146
2032,1846472.2453,1986599.57812
2033,1901765.63007,2029647.81235
2034,1963135.57854,2078389.37852
2035,2010813.36332,2114848.74099
2036,2074740.01745,2166241.14846
2037,2124997.52297,2205364.62125
2038,2186663.21931,2255013.04773
