year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,118844.85,1336012.97,678807.2,151710.18,1546792.09,525307.12
2018,128003.37,1415316.93,737245.67,161999.26,1608669.66,560623.01
2019,139978.8,1522072.25,809735.22,174939.11,1691966.39,604694.15
2020,147193.58,1573924.83,861300.41,183873.42,1732424.8,634555.47
2021,153164.14,1610526.66,907492.95,191820.03,1760983.68,660671.79
2022,158123.28,1634927.87,949056.08,198963.19,1780022.93,683639.78
2023,162623.65,1653228.79,994544.51,205788.54,1794302.37,708266.31
2024,166929.3,1668479.55,1039151.67,212512.57,1806201.9,732232.7
2025,171638.88,1686780.46,1079660.81,219674.94,1820481.34,754206.26
2026,176747.54,1708131.52,1128671.59,227257.59,1837140.69,780707.4
2027,181638.87,1726432.43,1176755.07,234696.71,1851420.13,806527.24
2028,186306.03,1741683.19,1223745.62,241986.97,1863319.66,831589.63
2029,191769.46,1763034.26,1274909.74,250133.37,1879979.0,859080.97
2030,196351.17,1775234.87,1321249.06,257512.83,1889498.63,883589.01
2031,202049.48,1796585.93,1373793.53,266030.54,1906157.98,911715.1
2032,208210.46,1820987.15,1429087.34,275062.05,1925197.23,941360.34
2033,214165.57,1842338.21,1483233.01,283977.83,1941856.57,970222.73
2034,220630.66,1866739.43,1547030.6,293488.11,1960895.83,1004141.66
2035,226173.79,1881990.19,1605377.64,302188.45,1972795.36,1034789.54
2036,232990.87,1906391.4,1664131.53,312266.94,1991834.61,1066025.88
2037,238869.09,1921642.16,1723914.13,321518.9,2003734.15,1097333.89
2038,245656.57,1942993.23,1789029.79,331776.63,2020393.49,1131604.05
2039,252210.75,1961294.14,1859715.82,341884.13,2034672.93,1168544.1
2040,260112.15,1988745.51,1931600.1,353458.14,2056092.09,1206436.53
