year,Base case diesel consumed,Modeled diesel efficiency
2019,1051.71582336,956.10529396
2020,1051.71582336,956.10529396
2021,1051.71582336,956.10529396
2022,1051.71582336,956.10529396
2023,1051.71582336,956.10529396
2024,1051.71582336,956.10529396
2025,1051.71582336,956.10529396
2026,1051.71582336,956.10529396
2027,1051.71582336,956.10529396
2028,1051.71582336,956.10529396
2029,1051.71582336,956.10529396
2030,1051.71582336,956.10529396
2031,1051.71582336,956.10529396
2032,1051.71582336,956.10529396
2033,1051.71582336,956.10529396
2034,1051.71582336,956.10529396
2035,1051.71582336,956.10529396
2036,1051.71582336,956.10529396
2037,1051.71582336,956.10529396
2038,1051.71582336,956.10529396
