year,Base case diesel consumed,Modeled non-residential ashp
2017,1309864.41108,801280.923206
2018,1309864.41108,801280.923206
2019,1309864.41108,801280.923206
2020,1309864.41108,801280.923206
2021,1309864.41108,801280.923206
2022,1309864.41108,801280.923206
2023,1309864.41108,801280.923206
2024,1309864.41108,801280.923206
2025,1309864.41108,801280.923206
2026,1309864.41108,801280.923206
2027,1309864.41108,801280.923206
2028,1309864.41108,801280.923206
2029,1309864.41108,801280.923206
2030,1309864.41108,801280.923206
2031,1309864.41108,801280.923206
