year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,3243644.42406,2400296.87381
2018,3243644.42406,2400296.87381
2019,3243644.42406,2400296.87381
2020,3243644.42406,2400296.87381
2021,3243644.42406,2400296.87381
2022,3243644.42406,2400296.87381
2023,3243644.42406,2400296.87381
2024,3243644.42406,2400296.87381
2025,3243644.42406,2400296.87381
2026,3243644.42406,2400296.87381
2027,3243644.42406,2400296.87381
2028,3243644.42406,2400296.87381
2029,3243644.42406,2400296.87381
2030,3243644.42406,2400296.87381
2031,3243644.42406,2400296.87381
