year,Base case diesel consumed,Modeled residential ashp
2017,14479.3567722,6827.60735581
2018,14653.6880546,7001.9386382
2019,14816.3972515,7164.64783511
2020,14979.1064484,7327.35703201
2021,15141.8156453,7490.06622891
2022,15292.9027567,7641.15334032
2023,15432.3677827,7780.61836624
2024,15571.8328086,7920.08339215
2025,15711.2978345,8059.54841807
2026,15850.7628604,8199.01344399
2027,15990.2278863,8338.47846991
2028,16141.3149977,8489.56558132
2029,16257.5358527,8605.78643625
2030,16385.3787931,8733.62937667
2031,16513.2217335,8861.47231709
