year,Base case cost,Modeled residential energy efficiency
2017,1864368.53409,4254364.8793
2018,1889123.88946,4221754.84826
2019,1914448.01175,4190609.3249
2020,1936281.94045,4158105.54042
2021,1957416.1653,4126335.07645
2022,1976477.52131,4093895.30705
2023,1993907.68828,4061093.55287
2024,2011045.51728,4029240.56271
2025,2028359.12867,3998671.43127
2026,2046013.02355,3969488.66906
2027,2063530.62057,3941295.11499
2028,2082098.25608,3915286.74614
2029,2096949.90233,3886531.7983
2030,2112678.86004,3859775.17986
2031,2129088.61973,3834550.20962
