year,Base case cost,Modeled water and wastewater efficiency
2017,58886.9458631,64256.4101018
2018,62375.5978381,66128.7075953
2019,67201.1228488,68938.5672918
2020,69509.9382688,70019.8097624
2021,71006.3590988,70551.030844
2022,72245.5744206,70916.1887929
2023,73195.2333001,71092.4127539
2024,73888.2994233,71102.4589069
2025,74705.9324892,71209.6269379
2026,75778.8253728,71504.0564756
2027,76583.3326565,71623.3012272
2028,77255.8587283,71661.4996422
2029,78182.8619104,71885.6785471
2030,78846.9971598,71937.8049674
2031,79772.4786672,72180.2448192
