year,Base case cost,Modeled solar power (pv)
2016,881729.118533,
2017,985274.755566,
2018,1066558.21267,
2019,1179282.95299,
2020,1233270.05858,
2021,1268087.96054,
2022,1296988.40636,
2023,1319103.94591,
2024,1335285.50647,
2025,1354602.03893,
2026,1379571.66177,
2027,1398298.8789,
2028,1414216.76215,
2029,1435753.31316,
2030,1451359.32743,
2031,1472882.79783,
2032,1497846.91305,
2033,1522475.06345,
2034,1549869.17522,
2035,1565115.81729,
