year,annotation,Average Load
2003,,388.0
2004,,619.0
2005,,613.0
2006,,596.0
2007,,609.0
2008,,542.0
2009,,509.0
2010,,454.0
2011,,418.0
2012,,449.0
2013,,422.0
2014,start of forecast,440.0
2015,,441.0
2016,,441.0
2017,,442.0
2018,,442.0
2019,,442.0
2020,,442.0
2021,,443.0
2022,,443.0
2023,,443.0
2024,,443.0
2025,,443.0
2026,,443.0
2027,,443.0
2028,,443.0
2029,,443.0
2030,,443.0
2031,,443.0
2032,,443.0
2033,,443.0
2034,,443.0
2035,,443.0
2036,,443.0
2037,,443.0
2038,,442.0
2039,,442.0
2040,,442.0
