year,Base case cost,Modeled diesel efficiency
2019,1179282.95299,1406964.91823
2020,1233270.05858,1448195.13235
2021,1268087.96054,1472182.75788
2022,1296988.40636,1490970.52657
2023,1319103.94591,1503765.63723
2024,1335285.50647,1511337.5475
2025,1354602.03893,1521926.74319
2026,1379571.66177,1537818.5018
2027,1398298.8789,1548194.90616
2028,1414216.76215,1556173.19071
2029,1435753.31316,1569411.5239
2030,1451359.32743,1577407.06165
2031,1472882.79783,1590927.22437
2032,1497846.91305,1607716.96382
2033,1522475.06345,1624339.67686
2034,1549869.17522,1643612.05314
2035,1565115.81729,1651973.25995
2036,1592472.06417,1671472.0902
2037,1607698.74112,1680069.90927
2038,1631902.80479,1696951.9098
