year,Base case cost,Modeled wind power
2019,1179282.95299,1348721.06369
2020,1233270.05858,1383471.13514
2021,1268087.96054,1403093.70485
2022,1296988.40636,1418271.77352
2023,1319103.94591,1428133.41782
2024,1335285.50647,1433525.19552
2025,1354602.03893,1441588.66714
2026,1379571.66177,1454196.74357
2027,1398298.8789,1462014.02567
2028,1414216.76215,1467828.57016
2029,1435753.31316,1478141.37484
2030,1451359.32743,1483963.61111
2031,1472882.79783,1494575.40606
2032,1497846.91305,1508137.3758
2033,1522475.06345,1521510.42302
2034,1549869.17522,1537151.98654
2035,1565115.81729,1543350.47677
2036,1592472.06417,1559231.34996
2037,1607698.74112,1565680.55344
2038,1631902.80479,1579314.61928
