year,Base case diesel consumed,Modeled residential ashp
2017,23522.6596912,-134831.262608
2018,23708.2012097,-134645.72109
2019,23708.2012097,-134645.72109
2020,23893.7427282,-134460.179571
2021,23893.7427282,-134460.179571
2022,24079.2842468,-134274.638053
2023,24079.2842468,-134274.638053
2024,24079.2842468,-134274.638053
2025,24264.8257653,-134089.096534
2026,24264.8257653,-134089.096534
2027,24264.8257653,-134089.096534
2028,24264.8257653,-134089.096534
2029,24264.8257653,-134089.096534
2030,24264.8257653,-134089.096534
2031,24264.8257653,-134089.096534
