year,Base case diesel consumed,Modeled non-residential ashp
2017,15560.7069303,-18266.916865
2018,15560.7069303,-18266.916865
2019,15560.7069303,-18266.916865
2020,15560.7069303,-18266.916865
2021,15560.7069303,-18266.916865
2022,15560.7069303,-18266.916865
2023,15560.7069303,-18266.916865
2024,15560.7069303,-18266.916865
2025,15560.7069303,-18266.916865
2026,15560.7069303,-18266.916865
2027,15560.7069303,-18266.916865
2028,15560.7069303,-18266.916865
2029,15560.7069303,-18266.916865
2030,15560.7069303,-18266.916865
2031,15560.7069303,-18266.916865
