year,Base case cost,Modeled diesel efficiency
2019,84668.0585328,241585.950169
2020,89520.096271,245996.893567
2021,93159.1245747,249305.101116
2022,95585.1434439,251510.572815
2023,97525.9585392,253274.950174
2024,98981.5698607,254598.233194
2025,101054.057356,256482.312735
2026,103245.59113,258474.616166
2027,105193.621151,260245.552549
2028,106654.643667,261573.754836
2029,108602.673688,263344.691219
2030,110063.696204,264672.893506
2031,112255.229978,266665.196937
2032,114446.763752,268657.500368
2033,116638.297526,270649.803799
2034,119073.335053,272863.474278
2035,120980.781115,274597.516153
2036,123424.837299,276819.385411
2037,124891.27101,278152.506966
2038,127335.327194,280374.376224
