year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,30753.31,169300.88,120409.62,43759.85,382212.34,188483.35
2018,33069.44,182070.16,128369.09,43788.61,382504.44,188627.4
2019,36251.34,199611.21,139302.95,43829.41,382905.71,188825.28
2020,37734.0,207780.5,144395.1,43849.64,383092.59,188917.44
2021,38763.46,213468.46,147940.58,43860.4,383222.7,188981.6
2022,39517.31,217667.62,150558.04,43861.38,383318.76,189028.97
2023,40032.83,220587.95,152378.37,43852.31,383385.56,189061.92
2024,40454.89,222973.84,147683.59,43846.22,383440.14,185521.12
2025,40970.65,225855.99,149407.94,43845.79,383506.07,185553.02
2026,41595.86,229310.76,151474.88,43853.19,383585.11,185591.26
2027,42127.96,232269.26,153244.91,43855.99,383652.78,185624.0
2028,42553.56,234655.15,154672.35,43854.56,383707.36,185650.41
2029,43166.22,237919.05,156625.09,43885.07,383782.03,185686.53
2030,43543.41,239923.19,164430.59,43904.55,383827.87,189280.04
2031,44190.25,243454.31,166631.64,43919.98,383908.65,189319.87
2032,44833.94,247080.86,162106.47,43914.61,383991.61,185787.94
2033,45454.34,250611.97,164219.09,43903.41,384072.39,185827.02
2034,46114.07,254353.05,166457.32,43894.57,384157.96,185868.42
2035,46531.25,256719.85,160846.24,43889.05,384212.11,182319.72
2036,47231.7,260594.53,163067.37,43897.39,384300.74,182361.78
2037,47657.27,262904.07,171573.27,43910.12,384353.58,185963.07
2038,48350.97,266702.41,173845.76,43924.93,384440.46,186005.11
2039,48873.31,269603.65,175581.53,43929.12,384506.83,186037.22
2040,49617.98,273764.64,170617.02,43931.11,384602.02,182504.75
