year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,38174.2213874,28248.9238267
2018,38174.2213874,28248.9238267
2019,38174.2213874,28248.9238267
2020,38174.2213874,28248.9238267
2021,38174.2213874,28248.9238267
2022,38174.2213874,28248.9238267
2023,38174.2213874,28248.9238267
2024,38174.2213874,28248.9238267
2025,38174.2213874,28248.9238267
2026,38174.2213874,28248.9238267
2027,38174.2213874,28248.9238267
2028,38174.2213874,28248.9238267
2029,38174.2213874,28248.9238267
2030,38174.2213874,28248.9238267
2031,38174.2213874,28248.9238267
