year,Base case diesel consumed,Modeled residential energy efficiency
2017,23795.1190727,23795.1190727
2018,23795.1190727,23795.1190727
2019,23795.1190727,23795.1190727
2020,23795.1190727,23795.1190727
2021,23795.1190727,23795.1190727
2022,23795.1190727,23795.1190727
2023,23795.1190727,23795.1190727
2024,22839.0850149,22839.0850149
2025,22839.0850149,22839.0850149
2026,22839.0850149,22839.0850149
2027,22839.0850149,22839.0850149
2028,22839.0850149,22839.0850149
2029,22839.0850149,22839.0850149
2030,23795.1190727,23795.1190727
2031,23795.1190727,23795.1190727
2032,22839.0850149,22839.0850149
2033,22839.0850149,22839.0850149
2034,22839.0850149,22839.0850149
2035,21883.050957,21883.050957
2036,21883.050957,21883.050957
