year,Base case cost,Modeled water and wastewater efficiency
2017,74513.1581778,60509.0115218
2018,76858.0568221,61855.6159745
2019,80080.745467,63778.2158045
2020,81583.6351666,64585.0203679
2021,82623.8595199,65094.1797277
2022,83378.6913039,65420.7942849
2023,83885.1401943,65588.8015183
2024,84301.1109707,65702.0524411
2025,84816.4468318,65884.1253611
2026,85449.0579209,66146.7925784
2027,85983.9550623,66348.9840003
2028,86408.1188961,66482.1926107
2029,87051.2863326,66764.2835546
2030,87447.9608519,66888.3101009
2031,88110.2241849,67187.745304
