year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,6934.3,38174.22,23795.12
2018,0.0,6933.59,38174.22,23795.12
2019,0.0,6932.81,38174.22,23795.12
2020,0.0,6932.63,38174.22,23795.12
2021,0.0,6932.01,38174.22,23795.12
2022,0.0,6930.49,38174.22,23795.12
2023,0.0,6927.95,38174.22,23795.12
2024,0.0,6926.08,38174.22,22839.09
2025,0.0,6924.87,38174.22,22839.09
2026,0.0,6924.62,38174.22,22839.09
2027,0.0,6923.87,38174.22,22839.09
2028,0.0,6922.71,38174.22,22839.09
2029,0.0,6926.04,38174.22,22839.09
2030,0.0,6928.2,38174.22,23795.12
2031,0.0,6929.14,38174.22,23795.12
2032,0.0,6926.88,38174.22,22839.09
2033,0.0,6923.79,38174.22,22839.09
2034,0.0,6920.97,38174.22,22839.09
2035,0.0,6919.19,38174.22,21883.05
2036,0.0,6918.92,38174.22,21883.05
2037,0.0,6919.94,38174.22,22839.09
2038,0.0,6920.67,38174.22,22839.09
2039,0.0,6920.16,38174.22,22839.09
2040,0.0,6918.82,38174.22,21883.05
