year,Base case cost,Modeled biomass for heat (cordwood)
2017,305581.574786,347478.080706
2018,328629.628286,366499.159214
2019,360285.327833,392900.8229
2020,375030.355833,404849.970976
2021,385291.16188,412977.128574
2022,392858.867974,418814.412583
2023,398118.084567,422691.363575
2024,396828.513979,420173.355398
2025,401951.992026,423953.296292
2026,408100.381026,428622.820012
2027,413359.491573,432545.945636
2028,417599.40712,435612.33407
2029,423426.632479,440050.169367
2030,433014.415067,448589.463746
2031,439393.76502,453534.753521
2032,439738.464932,452432.568761
2033,446003.220073,457287.07065
2034,452641.057213,462471.429148
2035,450410.460125,459156.685914
2036,457208.524125,464488.626451
