year,Base case cost,Modeled non-residential energy efficiency
2017,551513.219802,501238.006181
2018,564574.602911,513072.660602
2019,582516.921413,529786.840844
2020,590873.082804,536996.943559
2021,596691.157791,541709.439958
2022,600986.380937,544933.058494
2023,603973.513397,546880.722828
2024,606413.981093,548308.856509
2025,609362.06607,550265.049842
2026,612895.863293,552826.395394
2027,615922.043237,554905.38553
2028,618362.510933,556423.856495
2029,621701.070741,558856.474169
2030,623751.063606,560028.795528
2031,627362.955796,562774.225337
