year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,655647.0,131682.0,523965.0
2004,,631253.0,147420.0,483833.0
2005,,615278.0,135670.0,479608.0
2006,,627152.0,154968.0,472184.0
2007,,617925.0,168845.0,449080.0
2008,,899151.0,178236.0,720915.0
2009,,788905.0,174499.0,614406.0
2010,,775484.0,171947.0,603537.0
2011,,782009.0,173528.0,608481.0
2012,,834235.0,185150.0,649085.0
2013,,851566.0,178146.0,673420.0
2014,start of forecast,835365.0,191703.0,643662.0
2015,,841475.0,197813.0,643662.0
2016,,847628.0,203966.0,643662.0
2017,,853827.0,210165.0,643662.0
2018,,860097.0,216435.0,643662.0
2019,,866426.0,222764.0,643662.0
2020,,872805.0,229143.0,643662.0
2021,,879254.0,235592.0,643662.0
2022,,885819.0,242157.0,643662.0
2023,,892523.0,248861.0,643662.0
2024,,899360.0,255698.0,643662.0
2025,,906299.0,262637.0,643662.0
2026,,913317.0,269655.0,643662.0
2027,,920428.0,276766.0,643662.0
2028,,927653.0,283991.0,643662.0
2029,,935100.0,291438.0,643662.0
2030,,942673.0,299011.0,643662.0
2031,,950376.0,306714.0,643662.0
2032,,958177.0,314515.0,643662.0
2033,,966106.0,322444.0,643662.0
2034,,974202.0,330540.0,643662.0
2035,,982483.0,338821.0,643662.0
2036,,990968.0,347306.0,643662.0
2037,,999654.0,355992.0,643662.0
2038,,1008501.0,364839.0,643662.0
2039,,1017508.0,373846.0,643662.0
2040,,1026632.0,382970.0,643662.0
