year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,73327.57,4573.66,44292.0,31020.45
2018,73878.91,4686.24,44292.0,31844.53
2019,74430.24,4799.87,44292.0,32668.6
2020,74981.58,4914.41,44292.0,33492.68
2021,75532.91,5030.22,44292.0,34316.76
2022,76084.25,5148.08,44292.0,35964.92
2023,76635.59,5268.46,44292.0,36789.0
2024,77265.68,5391.21,44292.0,37613.08
2025,77817.02,5515.8,44292.0,39261.23
2026,78447.11,5641.81,44292.0,40085.31
2027,79077.21,5769.49,44292.0,40909.39
2028,79707.31,5899.22,44292.0,42557.55
2029,80337.41,6032.93,44292.0,43381.63
2030,80967.5,6168.9,44292.0,45029.79
2031,81597.6,6307.2,44292.0,45853.87
2032,82306.46,6447.27,44292.0,46677.94
2033,82936.56,6589.64,44292.0,48326.1
2034,83645.42,6735.0,44292.0,49974.26
2035,84354.28,6883.7,44292.0,50798.34
2036,85141.9,7036.04,44292.0,52446.5
2037,85850.76,7191.99,44292.0,53270.57
2038,86638.38,7350.84,44292.0,54918.73
2039,87347.24,7512.57,44292.0,56566.89
2040,88134.86,7676.39,44292.0,58215.05
